time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-01T10:12:08.988Z,38.1762,-117.8807,10.5,0.5,ml,11,166.2,0.072,0.1252,nn,nn00854394,2023-01-06T22:10:40.257Z,"31 km SE of Mina, Nevada",earthquake,,1.7,0.44,2,reviewed,nn,nn
2023-01-01T10:09:37.830Z,18.2065,-67.1173333333333,21.88,2.95,md,26,97,0.005188,0.13,pr,pr71390183,2023-01-01T11:14:15.230Z,"2 km ENE of Mayagüez, Puerto Rico",earthquake,0.27,0.4,0.185128106552634,10,reviewed,pr,pr
2023-01-01T10:05:43.590Z,17.9535,-67.0721666666667,6.88,2.24,md,14,243,0.03096,0.14,pr,pr71390178,2023-01-01T11:28:54.140Z,"3 km SW of La Parguera, Puerto Rico",earthquake,0.53,0.31,0.0309185789008737,5,reviewed,pr,pr
2023-01-01T09:55:16.200Z,18.0176666666667,-66.8173333333333,18.89,2.04,md,14,139,0.04531,0.12,pr,pr71390173,2023-01-01T10:16:02.140Z,"2 km N of Indios, Puerto Rico",earthquake,0.4,0.5,0.214607726710374,8,reviewed,pr,pr
2023-01-01T09:48:51.227Z,62.0103,-154.2048,8.1,1.4,ml,,,,0.93,ak,ak0231t6n50,2023-01-18T23:40:33.428Z,"97 km NE of Lime Village, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T09:46:37.499Z,65.3101,-144.8262,4,1.1,ml,,,,0.66,ak,ak0231t66rp,2023-01-18T23:40:37.526Z,"29 km S of Central, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-01T09:38:22.226Z,60.746,-151.9225,76.2,1.7,ml,,,,0.39,ak,ak0231t4fv2,2023-01-18T23:40:37.332Z,"35 km W of Nikiski, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-01-01T09:34:56.210Z,35.808,-121.3836667,6.02,2.06,md,22,209,0.113,0.1,nc,nc73827471,2023-01-10T20:05:10.876Z,"25km NW of San Simeon, CA",earthquake,0.63,0.97,0.254,20,reviewed,nc,nc
2023-01-01T09:33:29.300Z,33.4021667,-116.3803333,2.22,1.14,ml,30,36,0.1267,0.22,ci,ci40152591,2023-01-02T20:02:37.646Z,"16km N of Borrego Springs, CA",earthquake,0.32,1.15,0.16,26,reviewed,ci,ci
2023-01-01T09:31:40.990Z,17.9281666666667,-66.921,13.56,1.94,md,7,250,0.06126,0.12,pr,pr71390168,2023-01-01T10:05:04.960Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.69,0.39,0.195012873293575,6,reviewed,pr,pr
2023-01-01T09:11:57.640Z,51.8616666666667,-177.87,7.58,0.65,ml,4,166,,0.04,av,av91082853,2023-01-04T20:39:49.450Z,"85 km W of Adak, Alaska",earthquake,0.73,0.99,0.223024616830464,4,reviewed,av,av
2023-01-01T09:07:25.940Z,35.8168333,-121.3523333,3.74,2.6,md,42,176,0.1047,0.13,nc,nc73827466,2023-03-11T22:51:29.040Z,"24km NW of San Simeon, CA",earthquake,0.38,0.77,0.142,44,reviewed,nc,nc
2023-01-01T09:06:48.150Z,17.9266,-66.9146,14,3.81,md,27,225,0.06,0.12,pr,pr2023001001,2023-03-11T22:51:29.040Z,"5 km S of Guánica, Puerto Rico",earthquake,0.65,0.52,0.13,22,reviewed,pr,pr
2023-01-01T09:05:49.810Z,19.2533340454102,-155.401168823242,31.7399997711182,1.74000001,md,33,147,,0.129999995,hv,hv73290447,2023-01-01T09:09:01.550Z,"9 km NE of P?hala, Hawaii",earthquake,0.63,1.11000001,0.860000014,3,automatic,hv,hv
2023-01-01T09:04:40.710Z,17.8303333333333,-65.9855,10.92,2.78,md,8,245,0.1773,0.14,pr,pr71390148,2023-01-01T09:28:26.140Z,"16 km S of Lamboglia, Puerto Rico",earthquake,0.87,0.63,0.126662943848781,7,reviewed,pr,pr
2023-01-01T08:58:03.190Z,17.9823333333333,-66.9993333333333,12.94,2.53,md,6,190,0.1021,0.14,pr,pr71390133,2023-01-01T09:29:02.140Z,"5 km E of La Parguera, Puerto Rico",earthquake,0.65,0.49,0.0880066643267032,6,reviewed,pr,pr
2023-01-01T08:47:06.399Z,23.9374,122.5711,31.485,4.1,mb,39,70,0.663,0.56,us,us7000j3xz,2023-03-11T22:51:46.040Z,"73 km SW of Yonakuni, Japan",earthquake,4.12,3.215,0.123,23,reviewed,us,us
2023-01-01T08:46:51.990Z,38.7368,-119.3689,9.6,1.8,ml,24,62.77,0.14,0.1328,nn,nn00854391,2023-01-03T18:22:20.234Z,"5 km SSW of Smith Valley, Nevada",earthquake,,1.7,0.29,8,reviewed,nn,nn
2023-01-01T08:46:26.390Z,33.5558333,-116.6148333,14.75,0.66,ml,22,106,0.004242,0.17,ci,ci40152583,2023-01-04T17:52:34.633Z,"5km E of Anza, CA",earthquake,0.37,0.5,0.102,5,reviewed,ci,ci
2023-01-01T08:42:44.210Z,33.5558333,-116.6138333,15.03,0.35,ml,15,105,0.004,0.11,ci,ci37485084,2023-01-04T17:43:06.289Z,"6km E of Anza, CA",earthquake,0.31,0.39,0.1,6,reviewed,ci,ci
2023-01-01T08:42:10.560Z,33.5548333,-116.615,15.4,0.87,ml,31,48,0.003411,0.15,ci,ci40152575,2023-01-04T16:45:29.029Z,"5km E of Anza, CA",earthquake,0.22,0.34,0.122,11,reviewed,ci,ci
2023-01-01T08:33:43.080Z,33.4081667,-116.3903333,5.1,1.01,ml,35,43,0.08351,0.2,ci,ci40152567,2023-01-03T18:30:44.063Z,"17km N of Borrego Springs, CA",earthquake,0.26,1.01,0.185,22,reviewed,ci,ci
2023-01-01T08:33:24.109Z,52.4985,-166.8818,23.98,2.6,ml,14,249,1.106,0.42,us,us7000j5dc,2023-03-11T22:51:52.040Z,"142 km ESE of Nikolski, Alaska",earthquake,4.2,12,0.097,14,reviewed,us,us
2023-01-01T08:32:16.464Z,52.6145,-166.9988,18.2,3,ml,19,220,0.969,0.39,us,us7000j3yd,2023-03-11T22:51:46.040Z,"130 km ESE of Nikolski, Alaska",earthquake,8,14.3,0.097,14,reviewed,us,us
2023-01-01T08:31:05.596Z,61.6554,-146.7154,20,1.5,ml,,,,0.67,ak,ak0231shgtc,2023-01-18T23:40:33.038Z,"37 km S of Nelchina, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-01-01T08:29:01.360Z,-6.2816,154.6952,103.184,4.2,mb,35,126,3.266,0.82,us,us7000j3xr,2023-03-11T22:51:45.040Z,"87 km W of Panguna, Papua New Guinea",earthquake,7.98,7.466,0.102,31,reviewed,us,us
2023-01-01T08:26:08.383Z,52.557,-166.9914,29.532,3.6,mb,50,177,1.02,0.51,us,us7000j3xx,2023-03-11T22:51:46.040Z,"133 km ESE of Nikolski, Alaska",earthquake,5.88,7.319,0.098,26,reviewed,us,us
2023-01-01T08:10:37.050Z,47.51383333333333,-122.93,15.58,1.1500000000000001,ml,18,88,0.007482,0.17,uw,uw61901126,2023-01-01T23:35:11.240Z,"10 km NW of Belfair, Washington",earthquake,0.35,0.65,0.12049172283151188,11,reviewed,uw,uw
2023-01-01T08:02:48.429Z,61.5724,-149.7263,24.7,1.5,ml,,,,0.61,ak,ak0231sbci2,2023-01-18T23:40:36.937Z,"8 km SE of Houston, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T08:02:31.156Z,31.61486217,-103.9799896,7.63548584,2.3,ml,25,55,0.01038471292,0.2,tx,tx2023aapx,2023-01-03T22:39:24.099Z,"37 km WSW of Mentone, Texas",earthquake,0.4737421516,0.4819786811,0.2,19,reviewed,tx,tx
2023-01-01T07:50:26.161Z,38.5429,-119.5285,6.9,1,ml,16,92.76,0.044,0.1005,nn,nn00854390,2023-01-06T22:04:25.101Z,"3 km SW of Coleville, California",earthquake,,1.1,0.2,2,reviewed,nn,nn
2023-01-01T07:48:04.600Z,19.1146659851074,-155.405838012695,32.0299987792969,2.07999992,md,39,185,,0.119999997,hv,hv73290392,2023-01-01T07:51:17.430Z,"12 km SE of P?hala, Hawaii",earthquake,0.55,0.860000014,1.14999998,24,automatic,hv,hv
2023-01-01T07:39:49.580Z,19.2311668395996,-155.387329101562,30.7099990844727,1.82000005,md,38,147,,0.129999995,hv,hv73290382,2023-01-01T07:43:09.760Z,"10 km ENE of P?hala, Hawaii",earthquake,0.6,0.800000012,0.00999999978,5,automatic,hv,hv
2023-01-01T07:38:28.322Z,62.3423,-149.1581,1.5,1.7,ml,,,,0.4,ak,ak0231rxl4k,2023-01-18T17:07:00.575Z,"41 km ENE of Susitna North, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-01T07:27:50.020Z,38.8173333,-122.8073333,3.1,1.18,md,37,40,0.00642,0.03,nc,nc73827456,2023-01-10T20:54:15.039Z,"6km NW of The Geysers, CA",earthquake,0.18,0.32,0.281,7,reviewed,nc,nc
2023-01-01T07:24:08.190Z,38.8193321,-122.8101654,3.68,0.78,md,6,145,0.004058,0.01,nc,nc73827451,2023-01-01T07:48:11.892Z,"7km NW of The Geysers, CA",earthquake,1.1,2.05,0.36,8,automatic,nc,nc
2023-01-01T07:22:34.195Z,64.0775,-148.7513,8,2.1,ml,,,,0.47,ak,ak0231ru648,2023-01-18T17:07:00.349Z,"19 km ENE of Ferry, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-01T07:17:29.530Z,51.8573333333333,-177.829333333333,-1.78,0.8,ml,4,234,,0.11,av,av91741096,2023-01-04T03:14:14.140Z,"82 km W of Adak, Alaska",earthquake,1.28,1.92,0.399658440348835,4,reviewed,av,av
2023-01-01T07:13:13.700Z,58.1795,-155.315333333333,1.18,-0.26,ml,5,163,,0.03,av,av91741091,2023-01-04T00:16:16.610Z,"85 km NW of Karluk, Alaska",earthquake,0.27,0.95,0.238116756742076,5,reviewed,av,av
2023-01-01T07:03:01.860Z,-58.8596,-25.6498,44.616,5.2,mww,64,69,7.537,0.67,us,us7000j1d2,2024-01-18T19:07:40.495Z,"South Sandwich Islands region",earthquake,6.13,5.462,0.089,12,reviewed,us,us
2023-01-01T07:01:36.610Z,58.162,-155.329,0.77,0.1,ml,7,77,,0.05,av,av91741086,2023-01-04T00:13:10.780Z,"83 km NW of Karluk, Alaska",earthquake,0.2,1.62,0.289641872089419,7,reviewed,av,av
2023-01-01T06:55:55.680Z,58.184,-155.318833333333,0.32,0.02,ml,7,104,,0.06,av,av91741081,2023-01-03T23:55:05.220Z,"Alaska Peninsula",earthquake,0.24,1.07,0.137608304581359,6,reviewed,av,av
2023-01-01T06:53:35.400Z,36.592,-121.2135,7.12,2.09,md,23,106,0.03036,0.09,nc,nc73827441,2023-01-10T20:29:17.909Z,"9km NW of Pinnacles, CA",earthquake,0.31,0.51,0.287,24,reviewed,nc,nc
2023-01-01T06:51:01.240Z,58.1761666666667,-155.308666666667,2.11,0.42,ml,9,71,,0.07,av,av91741076,2023-01-23T17:08:02.959Z,"Alaska Peninsula",earthquake,0.2,0.45,0.248381674633633,9,reviewed,av,av
2023-01-01T06:50:26.900Z,44.8041667,-110.813,7.57,0.47,md,9,191,0.03104,0.15,uu,uu60528962,2023-01-03T19:12:23.770Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.8,1.18,0.211,5,reviewed,uu,uu
2023-01-01T06:49:10.190Z,36.595,-121.2063333,7.74,3.9,mw,70,72,0.02872,0.13,nc,nc73827436,2023-04-05T16:10:51.335Z,"9km NW of Pinnacles, CA",earthquake,0.16,0.33,,5,reviewed,nc,nc
2023-01-01T06:49:08.370Z,36.5953333,-121.1993333,8.4,,,44,66,0.02612,0.07,nc,nc71129644,2023-01-01T12:22:14.573Z,"9km NW of Pinnacles, CA",earthquake,0.19,0.31,,,reviewed,nc,nc
2023-01-01T06:46:15.300Z,33.4005,-116.3911667,5.59,1.63,ml,70,20,0.07627,0.18,ci,ci40152551,2023-01-04T16:28:59.174Z,"16km N of Borrego Springs, CA",earthquake,0.15,0.64,0.16,48,reviewed,ci,ci
2023-01-01T06:45:06.210Z,19.2169990539551,-155.387832641602,29.4200000762939,1.71000004,md,28,162,,0.129999995,hv,hv73290312,2023-01-01T06:48:19.590Z,"9 km E of P?hala, Hawaii",earthquake,0.68,0.74000001,0.850000024,3,automatic,hv,hv
2023-01-01T06:39:45.016Z,36.5374,70.9078,187.282,4.8,mb,108,37,2.506,0.49,us,us7000j1cr,2023-03-11T22:51:29.040Z,"36 km S of Jurm, Afghanistan",earthquake,6.21,5.592,0.04,194,reviewed,us,us
2023-01-01T06:34:11.220Z,34.3555,-116.9216667,5.65,1.26,ml,38,93,0.0783,0.13,ci,ci40152543,2023-01-04T16:13:59.935Z,"11km SSE of Lucerne Valley, CA",earthquake,0.15,0.39,0.072,26,reviewed,ci,ci
2023-01-01T06:24:46.403Z,-15.1473,66.7962,10,4.2,mb,20,108,5.629,0.78,us,us7000j3ye,2023-03-11T22:51:46.040Z,"Mid-Indian Ridge",earthquake,9.84,1.875,0.167,14,reviewed,us,us
2023-01-01T06:19:31.410Z,36.5958333,-121.2001667,8.14,3.14,ml,67,66,0.02686,0.1,nc,nc73827426,2023-04-05T16:40:38.255Z,"9km NW of Pinnacles, CA",earthquake,0.14,0.3,0.146,58,reviewed,nc,nc
2023-01-01T06:17:57.594Z,60.8945,-152.6754,155.4,2.2,ml,,,,0.49,ak,ak0231r7ppl,2023-01-18T17:06:59.936Z,"78 km WNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T06:11:44.560Z,19.1843333333333,-155.372333333333,30.62,1.43,md,17,197,,0.11,hv,hv73290272,2023-01-12T02:21:49.500Z,"Island of Hawaii, Hawaii",earthquake,0.86,0.91,0.0627108833174339,9,reviewed,hv,hv
2023-01-01T06:10:59.190Z,33.4041667,-116.3838333,1.34,0.93,ml,35,66,0.124,0.22,ci,ci40152535,2023-01-02T20:06:58.330Z,"16km N of Borrego Springs, CA",earthquake,0.3,0.55,0.161,27,reviewed,ci,ci
2023-01-01T06:03:22.660Z,51.8635,-177.863166666667,7.25,0.91,ml,4,212,,0.04,av,av91741061,2023-01-04T03:10:01.730Z,"84 km W of Adak, Alaska",earthquake,0.47,0.8,0.155145167878929,4,reviewed,av,av
2023-01-01T05:54:23.840Z,19.1828327178955,-155.464996337891,31.3500003814697,1.91,ml,39,102,,0.119999997,hv,hv73290237,2023-01-01T05:59:53.340Z,"2 km SSE of P?hala, Hawaii",earthquake,0.62,0.74000001,4.06,5,automatic,hv,hv
2023-01-01T05:53:36.250Z,58.181,-155.306666666667,0.91,-0.11,ml,5,160,,0.03,av,av91082558,2023-01-03T23:41:56.300Z,"84 km NW of Karluk, Alaska",earthquake,0.26,0.93,0.3099850168939,5,reviewed,av,av
2023-01-01T05:53:02.970Z,58.185,-155.302166666667,1.94,-0.06,ml,6,154,,0.07,av,av91741056,2023-01-03T23:37:13.010Z,"85 km NW of Karluk, Alaska",earthquake,0.26,0.56,0.331267689674474,6,reviewed,av,av
2023-01-01T05:50:22.480Z,58.1715,-155.3215,1.22,-0.07,ml,6,112,,0.05,av,av91741051,2023-01-03T20:48:24.480Z,"84 km NW of Karluk, Alaska",earthquake,0.22,1.07,0.2752839942427,6,reviewed,av,av
2023-01-01T05:42:32.905Z,54.4967,-159.8923,4,2.3,ml,,,,0.57,ak,ak0231qrl4q,2023-01-18T17:07:03.086Z,"101 km SSE of Sand Point, Alaska",earthquake,,2,,,reviewed,ak,ak
2023-01-01T05:40:35.649Z,61.6649,-149.9549,42.7,1.4,ml,,,,0.42,ak,ak0231qr5ws,2023-01-18T17:07:02.902Z,"8 km WNW of Houston, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-01T05:37:17.016Z,51.461,-177.4797,33.99,3,ml,23,208,0.337,0.49,us,us7000j5a0,2024-01-18T19:07:38.622Z,"74 km SW of Adak, Alaska",earthquake,3,10.5,0.115,10,reviewed,us,us
2023-01-01T05:37:05.794Z,2.4752,128.6389,231.588,4.1,mb,27,119,2.117,0.45,us,us7000j3xs,2023-03-11T22:51:45.040Z,"108 km NE of Tobelo, Indonesia",earthquake,7.94,9.269,0.123,18,reviewed,us,us
2023-01-01T05:36:48.365Z,61.1486,-146.6351,16,1.6,ml,,,,0.56,ak,ak0231qqbzr,2023-01-18T17:06:59.508Z,"15 km W of Valdez, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-01T05:31:19.750Z,19.1588333333333,-155.452,35.72,1.54,md,15,212,,0.11,hv,hv73290207,2024-01-03T23:34:26.370Z,"5 km SSE of Pāhala, Hawaii",earthquake,1.44,1.53,0.0542982611916869,10,reviewed,hv,hv
2023-01-01T05:27:09.979Z,17.4535,93.4248,39.85,4.7,mb,45,85,3.459,0.5,us,us7000j1cd,2023-03-11T22:51:29.040Z,"157 km WNW of Pathein, Myanmar",earthquake,8.67,7.199,0.097,33,reviewed,us,us
2023-01-01T05:18:17.780Z,40.7038333,-124.2061667,18.47,2.7,md,30,154,0.01251,0.14,nc,nc73827421,2023-04-05T16:43:13.238Z,"3km SSW of Humboldt Hill, CA",earthquake,0.41,0.28,0.112,35,reviewed,nc,nc
2023-01-01T05:11:48.913Z,58.1897,-155.3013,1.7,1,ml,,,,0.24,ak,ak0231qkz70,2024-01-18T19:07:36.817Z,"85 km NW of Karluk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-01T05:05:27.670Z,37.3765,-121.7315,4.59,1.26,md,12,250,0.07894,0.1,nc,nc73827416,2023-01-02T19:41:10.988Z,"8km E of Alum Rock, CA",earthquake,0.65,0.71,0.144,12,reviewed,nc,nc
2023-01-01T05:04:13.840Z,58.2391666666667,-155.173833333333,3.07,-0.51,ml,4,275,,0.03,av,av91082728,2023-01-04T18:01:32.030Z,"85 km NNW of Karluk, Alaska",earthquake,1.3,0.91,0.146356953004617,4,reviewed,av,av
2023-01-01T05:02:46.402Z,-15.3219,-174.8756,255.47,4.1,mb,40,81,3.413,0.32,us,us7000j3xn,2023-03-11T22:51:45.040Z,"Tonga",earthquake,9.84,6.047,0.095,34,reviewed,us,us
2023-01-01T05:01:54.480Z,35.5538333,-120.0978333,7.87,1.79,md,24,109,0.02293,0.07,nc,nc73827411,2023-01-10T03:17:10.644Z,"24km NNW of Simmler, CA",earthquake,0.25,0.32,0.052,14,reviewed,nc,nc
2023-01-01T04:59:28.580Z,37.3525,-121.7196667,3.83,1.7,md,27,40,0.06239,0.09,nc,nc73827406,2023-01-10T02:48:11.599Z,"10km E of Alum Rock, CA",earthquake,0.19,0.71,0.181,24,reviewed,nc,nc
2023-01-01T04:59:04.906Z,55.8832,-156.519,14.1,2.4,ml,,,,0.5,ak,ak0231q9quc,2023-01-18T17:06:59.137Z,"125 km ESE of Chignik, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2023-01-01T04:56:50.550Z,38.7876663,-122.7478333,0.62,0.9,md,6,123,0.009743,0.01,nc,nc73827401,2023-01-01T05:27:12.041Z,"1km NNE of The Geysers, CA",earthquake,0.54,0.78,0.28,6,automatic,nc,nc
2023-01-01T04:55:04.220Z,19.1534996032715,-155.486831665039,33.0900001525879,2.08999991,md,33,140,,0.140000001,hv,hv73290147,2023-01-01T04:58:10.780Z,"5 km S of P?hala, Hawaii",earthquake,0.75,1.01999998,1.74000001,6,automatic,hv,hv
2023-01-01T04:54:53.914Z,-19.0419,-177.5423,556.99,4.1,mb,15,87,3.051,0.15,us,us7000j3xu,2023-03-11T22:51:45.040Z,"Fiji region",earthquake,12.85,13.028,0.213,6,reviewed,us,us
2023-01-01T04:54:05.480Z,38.8263321,-122.8065033,2.33,1.02,md,12,77,0.004047,0.01,nc,nc73827396,2023-01-01T05:17:12.983Z,"7km NW of The Geysers, CA",earthquake,0.39,0.89,0.35,14,automatic,nc,nc
2023-01-01T04:51:29.177Z,59.1331,-153.167,74.5,2,ml,,,,0.32,ak,ak0231q82yr,2023-01-18T17:06:58.903Z,"75 km WSW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T04:50:18.970Z,19.2515,-155.374333333333,33.06,2.59,ml,25,157,,0.1,hv,hv73290142,2024-01-03T23:27:18.130Z,"12 km ENE of Pāhala, Hawaii",earthquake,1.18,0.67,0.211705286342428,33,reviewed,hv,hv
2023-01-01T04:39:56.760Z,38.7938347,-122.7376633,-0.81,0.29,md,5,160,0.01852,0.01,nc,nc73827386,2023-01-01T05:13:11.963Z,"2km NE of The Geysers, CA",earthquake,0.39,1.39,0.06,6,automatic,nc,nc
2023-01-01T04:30:46.490Z,19.4051666259766,-155.28483581543,1.37999999523163,1.88,ml,26,52,,0.150000006,hv,hv73290107,2023-01-01T04:36:17.560Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.140000001,0.47,8,automatic,hv,hv
2023-01-01T04:29:13.793Z,53.3965,-166.9417,10,3,ml,19,190,0.4,0.31,us,us7000j1zd,2023-03-11T22:51:38.040Z,"59 km SSW of Unalaska, Alaska",earthquake,1.41,1.999,0.085,18,reviewed,us,us
2023-01-01T04:14:17.427Z,67.2198,-168.8478,27.8,2.2,ml,,,,0.74,ak,ak0231q04a6,2023-01-18T17:07:02.722Z,"154 km SW of Point Hope, Alaska",earthquake,,5.9,,,reviewed,ak,ak
2023-01-01T04:14:09.080Z,37.1203333,-121.5211667,5.88,2.37,md,61,43,0.06224,0.08,nc,nc73827381,2023-01-10T02:21:15.311Z,"9km ENE of San Martin, CA",earthquake,0.13,0.35,0.18,59,reviewed,nc,nc
2023-01-01T04:09:32.814Z,-4.7803,102.7675,63.787,4.3,mb,17,187,0.457,0.51,us,us7000j3xm,2023-03-11T22:51:45.040Z,"99 km SSW of Pagar Alam, Indonesia",earthquake,10.25,6.579,0.238,5,reviewed,us,us
2023-01-01T04:03:58.161Z,62.3115,-150.0585,3.9,1.3,ml,,,,0.72,ak,ak0231pxuiq,2023-01-18T17:06:58.466Z,"2 km ESE of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-01T03:59:18.229Z,62.3693,-148.2932,45,1.1,ml,,,,0.57,ak,ak0231pobym,2023-01-18T17:07:02.542Z,"64 km N of Chickaloon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-01T03:58:09.150Z,52.0695,-176.011166666667,1.98,0.41,ml,5,199,,0.21,av,av91082838,2023-01-04T20:27:14.860Z,"48 km ENE of Adak, Alaska",earthquake,0.94,1.34,0.342007183730941,5,reviewed,av,av
2023-01-01T03:32:25.550Z,33.4011667,-116.3815,6.22,0.56,ml,21,134,0.07521,0.14,ci,ci40152527,2023-01-04T16:04:19.043Z,"16km N of Borrego Springs, CA",earthquake,0.25,0.85,0.13,10,reviewed,ci,ci
2023-01-01T03:29:31.070Z,19.1631,-66.5251,24,3.93,md,23,246,0.8479,0.22,pr,pr2023001000,2023-03-11T22:51:29.040Z,"Puerto Rico region",earthquake,0.91,15.95,0.09,16,reviewed,pr,pr
2023-01-01T03:27:44.250Z,51.8745,-177.9755,2.64,1.05,ml,5,134,,0.17,av,av91082848,2023-01-04T20:35:08.100Z,"92 km W of Adak, Alaska",earthquake,0.47,1.38,0.209905037299407,5,reviewed,av,av
2023-01-01T03:22:15.035Z,59.5024,-152.5746,82.3,1.8,ml,,,,0.44,ak,ak0231pge7z,2023-01-18T17:07:02.334Z,"40 km WNW of Nanwalek, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-01T03:17:16.150Z,38.8284988,-122.8144989,1.86,0.87,md,10,79,0.006158,0.02,nc,nc73827371,2023-01-01T03:49:11.496Z,"8km NW of The Geysers, CA",earthquake,0.37,1.03,0.54,10,automatic,nc,nc
2023-01-01T03:16:21.950Z,38.8165016,-122.8198318,2.47,1.09,md,19,49,0.01027,0.01,nc,nc73827366,2023-01-01T04:02:11.573Z,"7km NW of The Geysers, CA",earthquake,0.23,0.46,0.19,21,automatic,nc,nc
2023-01-01T03:16:14.442Z,-6.7065,155.232,35,5.4,mww,130,36,3.946,0.68,us,us7000j1bs,2023-03-11T22:51:29.040Z,"51 km SSW of Panguna, Papua New Guinea",earthquake,8.95,1.77,0.098,10,reviewed,us,us
2023-01-01T03:05:28.420Z,18.0673333333333,-67.1113333333333,19.69,2.23,md,7,194,0.05263,0.1,pr,pr71390098,2024-01-18T19:07:35.223Z,"2 km S of Monte Grande, Puerto Rico",earthquake,0.97,0.62,0.112350821791813,4,reviewed,pr,pr
2023-01-01T03:03:32.660Z,57.6246666666667,-156.166166666667,5.5,1.38,ml,5,252,,0.1,av,av91082813,2023-01-04T20:05:10.810Z,"74 km E of Ugashik, Alaska",earthquake,1.08,0.85,0.162521091949455,5,reviewed,av,av
2023-01-01T03:01:30.120Z,38.7890015,-122.7614975,2.51,1.04,md,8,160,0.01855,0.02,nc,nc73827361,2023-01-01T03:28:12.383Z,"1km NNW of The Geysers, CA",earthquake,0.76,1.22,0.48,8,automatic,nc,nc
2023-01-01T03:01:25.480Z,38.7898333,-122.758,2.64,0.13,md,23,91,0.01086,0.05,nc,nc73827356,2023-01-06T09:33:13.205Z,"1km N of The Geysers, CA",earthquake,0.2,0.7,0.165,3,reviewed,nc,nc
2023-01-01T02:54:24.426Z,61.1607,-149.5017,30.4,1.2,ml,,,,0.35,ak,ak0231p1txt,2023-01-18T17:06:58.274Z,"12 km SSE of Elmendorf Air Force Base, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T02:46:28.050Z,58.3106666666667,-154.887166666667,4.69,0.58,ml,11,169,,0.22,av,av91741011,2023-01-23T17:08:01.248Z,"86 km NNW of Karluk, Alaska",earthquake,0.66,0.83,0.199758091328727,11,reviewed,av,av
2023-01-01T02:41:10.020Z,33.2273333,-116.5968333,16.78,0.8,ml,41,63,0.05077,0.15,ci,ci40152519,2023-01-04T15:59:25.001Z,"7km SSE of Warner Springs, CA",earthquake,0.22,0.44,0.153,19,reviewed,ci,ci
2023-01-01T02:30:55.880Z,61.1554,-149.9677,41.8,1.4,ml,,,,0.55,ak,ak0231owrhw,2023-01-18T17:07:02.147Z,"7 km SSW of Anchorage, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T02:21:57.576Z,58.2678,-154.9889,4.9,1.4,ml,,,,0.24,ak,ak0231ouu84,2023-01-23T17:08:05.391Z,"84 km NNW of Karluk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-01-01T02:20:10.381Z,61.9932,-148.7587,11.9,0.9,ml,,,,0.65,ak,ak0231ouitq,2023-01-18T17:07:01.962Z,"23 km N of Sutton-Alpine, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-01T02:19:31.850Z,33.402,-116.3778333,6.23,0.67,ml,24,136,0.0756,0.15,ci,ci40152503,2023-01-04T15:49:39.002Z,"16km N of Borrego Springs, CA",earthquake,0.28,0.87,0.113,12,reviewed,ci,ci
2023-01-01T02:18:25.790Z,33.4005,-116.3845,3.63,1.18,ml,54,34,0.07499,0.22,ci,ci40152495,2023-01-04T15:40:58.002Z,"16km N of Borrego Springs, CA",earthquake,0.22,0.59,0.163,34,reviewed,ci,ci
2023-01-01T02:12:57.668Z,44.3695,-115.2008,10,2.5,ml,16,82,0.774,0.71,us,us7000j1bq,2023-03-11T22:51:29.040Z,"26 km NW of Stanley, Idaho",earthquake,2.26,1.873,0.048,58,reviewed,us,us
2023-01-01T02:10:25.560Z,33.0128333,-116.4286667,6.7,1,ml,38,52,0.04366,0.19,ci,ci40152487,2023-01-03T22:06:58.350Z,"18km ESE of Julian, CA",earthquake,0.23,0.51,0.157,15,reviewed,ci,ci
